property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_in_lakhs,price_category
PROP-038094,Mumbai,Andheri,Standard,Independent House,5,5,4,2581,2239,31,38,Top (20+),North-East,Unfurnished,1,0,4.8,0,0,0,1,2645,11.3,1.9,2,3,New,200.64,High
PROP-038095,Delhi,Dwarka,Standard,Villa,3,4,2,1775,1475,6,15,Mid (5-9),South,Fully Furnished,4,2,7.0,1,1,1,1,6139,21.9,4.1,4,0,Resale,171.63,Low
PROP-038096,Mumbai,Bandra,Premium,Apartment,2,2,0,695,576,3,9,Low (1-4),West,Unfurnished,12,2,5.2,0,0,0,1,1650,13.6,1.4,2,4,New,109.99,Low
PROP-038097,Hyderabad,Banjara Hills,Premium,Independent House,2,2,1,1200,978,9,17,Mid (5-9),North-East,Semi-Furnished,2,0,6.3,0,0,1,1,2396,4.0,1.6,5,4,Resale,121.43,Low
PROP-038098,Bangalore,Whitefield,Standard,Row House,2,1,3,1086,941,15,16,High (10-19),North-East,Unfurnished,10,2,5.1,1,0,1,1,3699,12.0,0.5,3,4,Resale,123.77,Low
PROP-038099,Delhi,Dwarka,Standard,Studio,1,1,3,481,410,29,34,Top (20+),North-West,Semi-Furnished,2,2,5.8,0,0,0,1,1128,11.1,2.7,2,0,New,43.8,Low
PROP-038100,Delhi,Gurgaon DLF,Premium,Independent House,5,5,3,2562,2161,7,9,Mid (5-9),East,Unfurnished,2,1,7.0,0,1,1,1,5416,5.5,0.9,6,1,Resale,415.23,High
PROP-038101,Delhi,South Delhi,Premium,Independent House,4,4,2,2300,1965,0,19,Ground,East,Fully Furnished,3,2,7.5,1,1,1,0,6904,8.6,1.8,3,1,Resale,418.14,High
PROP-038102,Bangalore,Electronic City,Standard,Apartment,2,2,2,977,826,0,1,Ground,North,Semi-Furnished,14,2,4.8,0,0,1,0,2142,16.0,3.1,4,1,New,88.95,Low
PROP-038103,Mumbai,Andheri,Standard,Apartment,4,5,0,1942,1702,0,3,Ground,South-East,Unfurnished,6,1,5.5,0,0,0,0,3366,11.4,1.7,2,1,New,92.82,Low
PROP-038104,Hyderabad,Jubilee Hills,Premium,Apartment,2,1,0,909,774,8,9,Mid (5-9),South-East,Fully Furnished,11,2,7.1,1,1,1,1,6037,8.4,4.0,3,3,Resale,155.52,Low
PROP-038105,Bangalore,Indiranagar,Premium,Apartment,3,4,1,1447,1176,3,4,Low (1-4),East,Fully Furnished,14,1,6.6,0,0,0,1,1729,7.6,2.3,3,1,Resale,146.97,Low
PROP-038106,Delhi,Noida Extension,Affordable,Independent House,5,4,0,2648,2216,23,24,Top (20+),South-East,Unfurnished,11,0,5.1,1,0,1,1,5863,18.0,7.7,3,1,Resale,142.45,Low
PROP-038107,Mumbai,Powai,Standard,Studio,1,1,0,300,254,14,15,High (10-19),North-East,Unfurnished,2,0,4.5,0,0,0,1,2442,12.8,2.5,1,1,New,13.14,Low
PROP-038108,Mumbai,Bandra,Premium,Apartment,3,2,4,1472,1225,14,21,High (10-19),South,Semi-Furnished,1,0,8.2,1,0,1,1,4309,6.4,8.3,5,2,Resale,170.07,Low
PROP-038109,Bangalore,Indiranagar,Premium,Apartment,1,1,1,560,480,2,8,Low (1-4),South,Semi-Furnished,17,0,8.0,1,0,1,1,2735,8.4,0.4,7,5,Resale,61.04,Low
PROP-038110,Bangalore,Koramangala,Premium,Apartment,3,3,1,1335,1089,19,27,High (10-19),North,Unfurnished,5,0,3.0,1,0,1,1,3731,6.7,5.9,4,2,Resale,161.44,Low
PROP-038111,Mumbai,Bandra,Premium,Apartment,2,2,3,982,836,0,12,Ground,North-East,Fully Furnished,1,2,8.0,1,1,0,0,5917,10.5,1.2,5,2,Resale,181.62,Low
PROP-038112,Delhi,Gurgaon DLF,Premium,Villa,3,2,2,1690,1457,32,38,Top (20+),East,Unfurnished,2,2,9.1,1,1,1,1,6410,6.1,1.5,6,3,New,302.61,High
PROP-038113,Delhi,Gurgaon DLF,Premium,Apartment,3,4,1,1085,874,4,5,Low (1-4),South-East,Semi-Furnished,0,2,6.3,1,1,1,1,5841,8.2,2.4,1,0,Resale,111.99,Low
PROP-038114,Mumbai,Andheri,Standard,Apartment,2,2,4,812,684,5,6,Mid (5-9),South-East,Semi-Furnished,1,3,4.4,0,0,0,1,1430,16.5,2.9,2,3,Resale,71.7,Low
PROP-038115,Hyderabad,Jubilee Hills,Premium,Row House,4,4,2,1696,1415,10,19,High (10-19),North-West,Fully Furnished,0,0,6.5,1,1,1,1,6586,4.5,4.0,3,0,Resale,156.69,Low
PROP-038116,Mumbai,Bandra,Premium,Apartment,2,2,0,836,669,0,2,Ground,North-East,Fully Furnished,2,1,5.4,0,0,1,0,1602,6.4,4.5,5,5,Resale,123.03,Low
PROP-038117,Delhi,Noida Sector 62,Standard,Studio,1,1,1,438,378,0,13,Ground,South-West,Unfurnished,1,0,5.5,0,0,0,0,1853,10.6,1.4,1,1,Resale,36.21,Low
PROP-038118,Mumbai,Navi Mumbai,Affordable,Independent House,4,5,1,2331,1928,0,5,Ground,South-East,Unfurnished,0,5,5.6,0,0,1,0,3716,18.3,0.4,5,1,Resale,101.26,Low
PROP-038119,Bangalore,Indiranagar,Premium,Apartment,1,1,1,376,329,2,3,Low (1-4),South,Semi-Furnished,9,2,8.4,1,1,1,1,5307,13.6,2.9,6,0,Resale,64.06,Low
PROP-038120,Bangalore,Whitefield,Standard,Studio,1,1,2,300,242,0,12,Ground,South,Semi-Furnished,2,2,4.7,0,0,1,0,1922,12.1,0.6,5,2,Resale,37.17,Low
PROP-038121,Bangalore,Whitefield,Standard,Independent House,3,4,2,1628,1356,8,15,Mid (5-9),North,Fully Furnished,1,2,5.0,0,0,1,1,3448,10.2,2.2,1,2,Resale,175.27,Low
PROP-038122,Hyderabad,Jubilee Hills,Premium,Apartment,4,4,2,1627,1387,20,28,Top (20+),West,Unfurnished,10,0,5.9,1,1,0,1,6120,6.1,2.8,3,2,New,211.49,High
PROP-038123,Mumbai,Bandra,Premium,Apartment,5,5,4,2374,1967,12,14,High (10-19),West,Semi-Furnished,6,4,6.5,1,0,1,1,5786,4.0,1.3,4,2,Resale,469.66,High
PROP-038124,Delhi,Noida Sector 62,Standard,Studio,1,1,1,484,402,21,28,Top (20+),South,Unfurnished,1,1,3.8,1,0,1,1,3274,15.0,0.5,1,4,Resale,37.95,Low
PROP-038125,Bangalore,HSR Layout,Standard,Villa,4,4,1,1935,1608,8,13,Mid (5-9),South-West,Fully Furnished,6,2,7.9,0,0,0,1,2623,12.9,0.4,1,1,Resale,176.68,Low
PROP-038126,Bangalore,HSR Layout,Standard,Villa,3,4,1,1665,1383,38,40,Top (20+),West,Unfurnished,0,2,7.7,0,1,1,1,5107,12.8,0.1,0,3,Resale,92.64,Low
PROP-038127,Bangalore,Koramangala,Premium,Apartment,2,2,2,901,738,4,12,Low (1-4),South,Semi-Furnished,13,3,6.7,0,1,1,1,4922,5.4,5.5,5,2,Resale,95.14,Low
PROP-038128,Mumbai,Andheri,Standard,Apartment,3,4,2,1182,993,15,19,High (10-19),South-East,Unfurnished,12,2,3.8,0,0,1,1,2812,19.3,6.2,0,1,New,86.29,Low
PROP-038129,Bangalore,Koramangala,Premium,Studio,2,2,1,931,746,13,17,High (10-19),East,Semi-Furnished,5,0,7.4,1,0,0,1,3940,5.3,2.2,6,3,Resale,126.52,Low
PROP-038130,Mumbai,Navi Mumbai,Affordable,Studio,1,1,0,300,264,15,16,High (10-19),North-West,Semi-Furnished,7,0,3.5,0,0,0,1,562,19.1,0.1,3,0,Resale,11.11,Low
PROP-038131,Bangalore,Electronic City,Standard,Independent House,4,4,4,2227,1866,1,8,Low (1-4),East,Semi-Furnished,3,2,1.9,0,0,0,0,3082,12.3,3.8,2,4,Resale,200.12,High
PROP-038132,Mumbai,Bandra,Premium,Apartment,3,3,1,1573,1347,6,11,Mid (5-9),North,Unfurnished,11,1,7.5,1,1,1,1,6827,6.3,7.6,6,3,Resale,238.71,High
PROP-038133,Mumbai,Navi Mumbai,Affordable,Row House,4,4,3,1798,1571,4,10,Low (1-4),South-West,Semi-Furnished,0,0,5.5,0,0,0,1,3394,22.6,2.4,6,2,Resale,84.69,Low
PROP-038134,Delhi,Gurgaon DLF,Premium,Independent House,5,5,4,2709,2271,12,19,High (10-19),South-East,Semi-Furnished,6,1,5.8,1,1,1,1,7208,7.5,4.3,3,7,New,428.57,High
PROP-038135,Bangalore,HSR Layout,Standard,Studio,1,2,0,582,506,5,6,Mid (5-9),South,Semi-Furnished,2,1,5.0,0,0,0,1,2764,15.7,1.4,3,1,Resale,24.52,Low
PROP-038136,Delhi,Dwarka,Standard,Apartment,2,2,4,847,695,32,35,Top (20+),South-East,Fully Furnished,0,2,3.9,0,0,1,1,2504,11.4,1.7,2,1,Resale,59.65,Low
PROP-038137,Delhi,Dwarka,Standard,Villa,4,4,3,2198,1933,5,13,Mid (5-9),South-East,Fully Furnished,5,0,7.3,0,0,1,1,3349,13.8,0.3,3,3,New,214.04,High
PROP-038138,Mumbai,Powai,Standard,Penthouse,4,3,4,2382,1982,1,2,Low (1-4),South-East,Unfurnished,1,5,8.2,0,0,1,0,3487,10.2,7.8,3,0,Resale,234.21,High
PROP-038139,Mumbai,Navi Mumbai,Affordable,Apartment,3,3,2,1256,1055,3,4,Low (1-4),South,Semi-Furnished,19,1,4.3,1,0,1,1,3308,21.6,8.5,3,1,Resale,42.1,Low
PROP-038140,Hyderabad,Banjara Hills,Premium,Independent House,2,2,1,1352,1131,16,17,High (10-19),South,Unfurnished,2,2,5.5,1,1,0,1,5792,8.3,0.3,7,3,Resale,179.77,Low
PROP-038141,Mumbai,Navi Mumbai,Affordable,Independent House,2,3,2,1237,1056,3,7,Low (1-4),West,Semi-Furnished,12,3,5.9,0,0,0,1,2215,26.5,1.5,3,1,Resale,22.13,Low
PROP-038142,Mumbai,Andheri,Standard,Apartment,3,3,1,1572,1375,0,10,Ground,North-West,Semi-Furnished,1,3,6.9,1,0,1,0,4179,11.7,3.6,1,2,Resale,121.58,Low
PROP-038143,Mumbai,Navi Mumbai,Affordable,Studio,1,1,2,300,244,7,9,Mid (5-9),West,Unfurnished,15,3,7.0,0,0,0,1,2085,18.3,1.2,2,1,New,10.0,Low
PROP-038144,Bangalore,Koramangala,Premium,Apartment,3,3,2,1256,1039,4,7,Low (1-4),East,Unfurnished,3,3,6.6,1,1,1,1,6286,4.4,0.1,6,3,Resale,126.14,Low
PROP-038145,Bangalore,Koramangala,Premium,Independent House,5,5,2,2559,2160,14,18,High (10-19),West,Fully Furnished,23,3,5.8,1,1,1,1,6675,7.5,4.1,4,2,Resale,340.37,High
PROP-038146,Mumbai,Powai,Standard,Row House,3,2,4,1330,1142,5,6,Mid (5-9),South-West,Unfurnished,1,3,4.1,0,0,0,1,1313,14.4,0.3,3,3,Resale,91.18,Low
PROP-038147,Delhi,Dwarka,Standard,Row House,4,4,3,1881,1650,8,14,Mid (5-9),South-West,Unfurnished,0,2,5.4,0,0,0,1,3099,12.3,2.9,4,0,New,161.28,Low
PROP-038148,Bangalore,Electronic City,Standard,Studio,1,1,2,432,376,9,10,Mid (5-9),South-West,Fully Furnished,7,1,6.1,0,0,0,1,1737,12.3,0.2,2,0,Resale,27.03,Low
PROP-038149,Bangalore,Whitefield,Standard,Villa,5,5,2,2863,2427,0,1,Ground,East,Semi-Furnished,3,2,8.2,0,1,1,0,5367,11.1,0.9,0,1,Resale,178.68,Low
PROP-038150,Hyderabad,Kondapur,Standard,Independent House,5,6,4,2505,2175,0,7,Ground,North,Semi-Furnished,1,3,4.5,0,0,1,0,3373,12.6,7.7,2,1,New,170.46,Low
PROP-038151,Bangalore,Koramangala,Premium,Independent House,2,3,0,1276,1069,9,14,Mid (5-9),South-West,Unfurnished,2,1,5.0,1,0,1,1,4017,4.2,3.6,2,2,Resale,165.94,Low
PROP-038152,Bangalore,Whitefield,Standard,Apartment,3,3,1,1252,1035,33,41,Top (20+),North,Unfurnished,8,2,5.1,0,0,1,1,2605,12.2,1.8,2,4,New,117.92,Low
PROP-038153,Mumbai,Bandra,Premium,Apartment,2,2,2,950,834,4,8,Low (1-4),South-West,Unfurnished,6,0,7.0,1,1,1,1,6372,5.0,1.6,3,3,New,71.99,Low
PROP-038154,Mumbai,Bandra,Premium,Independent House,4,4,2,2268,1831,3,4,Low (1-4),West,Unfurnished,9,4,8.1,1,0,1,1,5074,6.3,3.0,5,5,Resale,231.34,High
PROP-038155,Hyderabad,Jubilee Hills,Premium,Apartment,2,1,2,914,762,12,17,High (10-19),North-East,Unfurnished,24,3,5.7,1,1,1,1,5713,8.0,2.2,5,1,Resale,126.69,Low
PROP-038156,Delhi,Noida Extension,Affordable,Row House,4,4,4,1735,1473,25,27,Top (20+),North,Unfurnished,0,4,6.1,1,0,0,1,4199,20.8,2.2,1,3,Resale,57.77,Low
PROP-038157,Mumbai,Andheri,Standard,Villa,4,5,2,2137,1818,16,19,High (10-19),South-West,Fully Furnished,1,5,6.6,1,1,1,1,7590,10.5,2.0,1,1,New,236.02,High
PROP-038158,Delhi,Gurgaon DLF,Premium,Apartment,2,2,2,936,792,7,8,Mid (5-9),South,Semi-Furnished,6,1,6.5,1,0,1,1,3900,6.7,7.3,6,0,Resale,122.09,Low
PROP-038159,Hyderabad,Gachibowli,Standard,Apartment,3,4,4,1382,1143,6,8,Mid (5-9),South-East,Unfurnished,12,3,3.8,1,0,1,1,4519,10.7,1.0,0,1,New,117.56,Low
PROP-038160,Hyderabad,Jubilee Hills,Premium,Penthouse,5,6,4,2544,2132,2,4,Low (1-4),South,Unfurnished,3,3,9.5,1,1,1,1,6630,6.9,2.9,2,3,Resale,310.83,High
PROP-038161,Delhi,South Delhi,Premium,Row House,3,3,0,1353,1161,4,7,Low (1-4),South,Fully Furnished,1,5,4.5,1,0,1,1,3813,4.8,0.1,4,3,Resale,210.69,High
PROP-038162,Delhi,Noida Sector 62,Standard,Apartment,2,3,4,1006,835,2,3,Low (1-4),North,Unfurnished,6,0,5.4,0,0,1,1,3483,12.0,2.4,2,1,Resale,88.23,Low
PROP-038163,Bangalore,Electronic City,Standard,Studio,1,1,1,485,426,7,15,Mid (5-9),South,Fully Furnished,10,2,5.9,0,0,0,1,1899,13.1,0.7,5,5,New,34.39,Low
PROP-038164,Bangalore,Electronic City,Standard,Independent House,5,5,3,2538,2120,35,39,Top (20+),North-East,Semi-Furnished,6,4,6.4,0,0,0,1,3998,15.3,1.7,1,1,Resale,187.03,Low
PROP-038165,Bangalore,HSR Layout,Standard,Independent House,3,3,1,1676,1436,6,12,Mid (5-9),North,Semi-Furnished,4,2,6.1,1,0,0,1,3980,11.2,1.8,3,0,New,154.32,Low
PROP-038166,Bangalore,Indiranagar,Premium,Studio,1,2,1,496,431,25,27,Top (20+),South-East,Semi-Furnished,11,1,8.3,1,0,1,1,4155,4.5,0.6,5,4,Resale,81.38,Low
PROP-038167,Mumbai,Thane,Affordable,Apartment,3,3,2,1437,1220,6,8,Mid (5-9),North-West,Semi-Furnished,6,4,5.3,0,0,1,1,2592,26.8,1.4,3,1,Resale,82.67,Low
PROP-038168,Bangalore,HSR Layout,Standard,Villa,4,5,3,2038,1664,5,8,Mid (5-9),East,Semi-Furnished,3,4,6.2,1,1,1,1,6217,11.9,3.1,3,2,Resale,205.8,High
PROP-038169,Delhi,South Delhi,Premium,Apartment,2,2,0,576,465,17,18,High (10-19),South-East,Fully Furnished,0,0,5.4,1,0,0,1,3165,7.1,0.8,2,1,Resale,45.77,Low
PROP-038170,Delhi,Noida Sector 62,Standard,Apartment,3,3,3,1002,828,7,10,Mid (5-9),North-West,Fully Furnished,15,1,7.1,0,0,0,1,3323,13.3,1.3,4,0,New,63.92,Low
PROP-038171,Mumbai,Thane,Affordable,Apartment,2,2,0,901,769,9,13,Mid (5-9),South-West,Semi-Furnished,7,1,5.0,0,0,1,1,2464,22.1,0.5,2,2,Resale,35.25,Low
PROP-038172,Bangalore,Koramangala,Premium,Apartment,3,4,3,1378,1126,12,20,High (10-19),North-East,Fully Furnished,1,5,6.4,1,0,1,1,4571,4.6,2.7,8,4,Resale,237.86,High
PROP-038173,Delhi,Dwarka,Standard,Independent House,3,3,3,1751,1450,10,13,High (10-19),North-East,Fully Furnished,16,1,3.4,0,0,1,1,3067,10.8,1.6,4,3,Resale,160.49,Low
PROP-038174,Bangalore,HSR Layout,Standard,Apartment,2,2,4,1056,888,13,16,High (10-19),North,Unfurnished,0,2,5.6,0,0,1,1,1766,10.1,0.9,3,0,Resale,102.82,Low
PROP-038175,Bangalore,Whitefield,Standard,Independent House,4,4,2,2294,1927,9,11,Mid (5-9),South-East,Semi-Furnished,7,0,5.0,0,0,1,1,3631,12.5,7.3,2,2,Resale,104.37,Low
PROP-038176,Bangalore,Electronic City,Standard,Independent House,3,4,3,1879,1618,15,16,High (10-19),North-East,Semi-Furnished,2,0,5.6,0,0,0,1,2947,11.0,7.1,4,1,New,185.57,Low
PROP-038177,Mumbai,Bandra,Premium,Row House,4,4,0,1744,1469,18,27,High (10-19),West,Unfurnished,9,3,8.4,1,0,1,1,4697,15.6,5.7,5,2,Resale,186.11,Low
PROP-038178,Mumbai,Thane,Affordable,Independent House,2,2,2,1395,1163,23,24,Top (20+),North,Semi-Furnished,5,1,6.8,0,0,0,1,2931,22.5,0.1,2,1,Resale,23.39,Low
PROP-038179,Delhi,Dwarka,Standard,Row House,4,4,3,1862,1568,30,38,Top (20+),West,Semi-Furnished,2,0,5.1,0,0,0,1,2583,10.4,3.7,2,1,New,165.7,Low
PROP-038180,Bangalore,Whitefield,Standard,Apartment,2,2,0,862,709,29,30,Top (20+),North-East,Unfurnished,0,1,6.1,0,0,0,1,2238,14.6,0.2,4,1,Resale,71.98,Low
PROP-038181,Delhi,Gurgaon DLF,Premium,Independent House,4,5,1,2164,1895,37,40,Top (20+),North-West,Unfurnished,0,0,7.8,1,1,1,1,6910,6.6,0.1,5,2,Resale,311.55,High
PROP-038182,Bangalore,Electronic City,Standard,Apartment,3,3,0,1092,927,12,16,High (10-19),South,Unfurnished,1,0,5.0,0,0,0,1,2970,12.1,4.2,3,1,Resale,91.76,Low
PROP-038183,Bangalore,Whitefield,Standard,Independent House,5,5,3,2749,2226,5,6,Mid (5-9),North,Fully Furnished,5,0,6.6,0,0,1,1,5462,11.3,13.0,1,2,Resale,151.07,Low
PROP-038184,Mumbai,Bandra,Premium,Apartment,2,3,2,1013,849,7,10,Mid (5-9),North-East,Unfurnished,3,0,4.4,1,1,1,1,6195,7.5,1.3,6,2,Resale,122.66,Low
PROP-038185,Bangalore,Whitefield,Standard,Independent House,3,4,3,1703,1446,8,15,Mid (5-9),South-East,Semi-Furnished,11,1,4.0,0,0,0,1,2617,11.6,2.4,1,3,Resale,127.6,Low
PROP-038186,Hyderabad,Kondapur,Standard,Apartment,3,3,3,1376,1130,32,36,Top (20+),North-East,Unfurnished,2,3,5.3,0,0,0,1,2662,11.2,3.2,2,0,Resale,121.93,Low
PROP-038187,Bangalore,Whitefield,Standard,Apartment,2,2,2,672,547,10,15,High (10-19),North-West,Unfurnished,3,1,3.5,0,0,0,1,2395,10.2,4.5,2,2,New,80.99,Low
PROP-038188,Hyderabad,Banjara Hills,Premium,Independent House,3,3,2,1726,1406,14,19,High (10-19),East,Fully Furnished,1,0,4.5,1,0,1,1,3816,15.2,13.2,9,3,Resale,282.19,High
PROP-038189,Mumbai,Thane,Affordable,Row House,3,3,3,1286,1085,1,7,Low (1-4),South,Fully Furnished,13,0,5.8,0,0,0,0,2232,20.2,2.5,1,2,Resale,71.7,Low
PROP-038190,Hyderabad,Kondapur,Standard,Apartment,2,2,1,734,629,15,21,High (10-19),South,Semi-Furnished,6,1,4.4,0,0,0,1,1604,12.5,1.6,2,2,Resale,82.1,Low
PROP-038191,Hyderabad,Banjara Hills,Premium,Row House,3,3,0,1267,1019,5,6,Mid (5-9),South,Fully Furnished,2,0,9.0,1,1,1,1,6245,4.1,6.4,3,1,New,185.22,Low
PROP-038192,Delhi,Noida Extension,Affordable,Apartment,5,5,3,2368,1899,11,19,High (10-19),South-West,Fully Furnished,3,4,3.9,0,0,0,1,3079,19.7,1.0,6,1,Resale,91.32,Low
PROP-038193,Delhi,Noida Sector 62,Standard,Independent House,3,4,3,1862,1622,13,20,High (10-19),South-West,Unfurnished,8,1,3.0,1,0,0,1,4371,12.0,1.8,2,1,Resale,127.16,Low
PROP-038194,Delhi,Noida Sector 62,Standard,Row House,2,1,1,635,531,3,8,Low (1-4),North-East,Semi-Furnished,8,0,6.0,0,0,1,1,2648,10.6,0.2,1,0,Resale,46.26,Low
PROP-038195,Hyderabad,Gachibowli,Standard,Apartment,3,3,2,1192,962,6,11,Mid (5-9),North-East,Fully Furnished,16,0,6.4,0,0,1,1,2146,15.4,1.3,3,0,New,110.4,Low
PROP-038196,Delhi,South Delhi,Premium,Villa,5,6,4,2605,2121,7,10,Mid (5-9),South-East,Semi-Furnished,18,1,10.0,1,1,1,1,7402,6.0,1.8,4,1,Resale,280.72,High
PROP-038197,Hyderabad,Kondapur,Standard,Apartment,3,3,0,1014,841,8,9,Mid (5-9),East,Fully Furnished,3,1,5.5,0,0,1,1,2233,10.8,8.4,3,1,New,99.65,Low
PROP-038198,Bangalore,HSR Layout,Standard,Apartment,2,2,0,833,720,5,7,Mid (5-9),South,Semi-Furnished,1,1,2.9,0,0,0,1,2803,13.3,3.7,2,1,New,53.64,Low
PROP-038199,Bangalore,Electronic City,Standard,Studio,1,1,4,322,281,17,24,High (10-19),South-East,Unfurnished,0,1,5.1,1,0,1,1,3779,15.7,0.5,3,0,Resale,34.12,Low
PROP-038200,Hyderabad,Jubilee Hills,Premium,Independent House,4,4,2,2115,1717,18,21,High (10-19),South,Semi-Furnished,1,5,10.0,1,1,1,1,6121,6.5,0.1,4,2,Resale,418.22,High
PROP-038201,Hyderabad,Gachibowli,Standard,Row House,3,3,1,1119,932,0,6,Ground,South-West,Semi-Furnished,0,4,3.9,0,0,1,0,3026,10.3,0.3,0,2,Resale,104.9,Low
PROP-038202,Mumbai,Andheri,Standard,Apartment,5,6,1,2362,1896,9,17,Mid (5-9),South-East,Semi-Furnished,2,1,8.2,0,0,1,1,3038,18.4,1.6,2,0,Resale,199.37,High
PROP-038203,Hyderabad,Madhapur,Standard,Villa,5,5,1,2580,2150,17,26,High (10-19),South-East,Unfurnished,1,5,9.0,0,0,1,1,3871,10.4,2.5,0,2,Resale,242.3,High
PROP-038204,Mumbai,Thane,Affordable,Villa,4,5,3,2260,1925,1,9,Low (1-4),South,Unfurnished,1,2,7.6,0,0,1,0,4176,23.8,2.5,4,1,Resale,73.0,Low
PROP-038205,Delhi,Noida Sector 62,Standard,Row House,5,5,1,2177,1867,7,12,Mid (5-9),South-East,Fully Furnished,2,5,6.9,0,0,0,1,2894,13.3,0.1,0,1,Resale,210.39,High
PROP-038206,Mumbai,Powai,Standard,Apartment,3,3,2,1402,1134,10,16,High (10-19),East,Semi-Furnished,9,0,3.6,0,0,0,1,1989,10.5,4.3,4,1,Resale,100.07,Low
PROP-038207,Delhi,Gurgaon DLF,Premium,Row House,5,5,1,2116,1754,16,20,High (10-19),East,Unfurnished,3,2,5.5,0,1,1,1,5353,5.7,2.0,4,4,Resale,364.29,High
PROP-038208,Delhi,Gurgaon DLF,Premium,Villa,4,5,1,2279,1997,8,9,Mid (5-9),North-East,Unfurnished,1,2,9.5,1,1,1,1,6937,7.8,8.0,7,0,Resale,323.5,High
PROP-038209,Bangalore,Whitefield,Standard,Independent House,3,4,1,1631,1392,2,11,Low (1-4),South-West,Unfurnished,6,2,5.0,0,0,1,1,3529,17.3,2.1,2,0,New,93.22,Low
PROP-038210,Mumbai,Powai,Standard,Apartment,3,3,1,1300,1069,32,34,Top (20+),West,Unfurnished,3,3,3.6,0,0,1,1,2419,13.5,1.1,0,2,Resale,82.39,Low
PROP-038211,Delhi,Dwarka,Standard,Penthouse,3,3,4,1527,1269,8,9,Mid (5-9),North-East,Fully Furnished,2,1,6.5,0,0,1,1,1584,11.0,1.3,3,1,Resale,88.57,Low
PROP-038212,Bangalore,HSR Layout,Standard,Independent House,3,2,0,1585,1329,9,12,Mid (5-9),South-West,Fully Furnished,9,0,5.7,0,0,0,1,2081,17.5,0.5,1,1,Resale,117.26,Low
PROP-038213,Delhi,Noida Extension,Affordable,Independent House,5,6,1,2703,2327,1,2,Low (1-4),South,Unfurnished,1,3,6.5,0,0,1,0,3402,23.1,0.7,1,1,Resale,190.58,High
PROP-038214,Bangalore,Electronic City,Standard,Independent House,4,4,1,2241,1837,5,9,Mid (5-9),West,Semi-Furnished,8,2,5.0,0,0,0,1,3694,13.3,2.2,1,0,Resale,189.31,Low
PROP-038215,Hyderabad,Banjara Hills,Premium,Apartment,3,3,3,1447,1216,6,14,Mid (5-9),South-East,Semi-Furnished,10,0,8.0,1,0,0,1,3790,4.0,0.1,5,3,New,242.21,High
PROP-038216,Delhi,Gurgaon DLF,Premium,Apartment,2,3,1,861,752,1,10,Low (1-4),South-East,Unfurnished,0,1,7.9,0,0,1,0,2619,5.7,0.2,0,1,Resale,150.36,Low
PROP-038217,Mumbai,Thane,Affordable,Studio,1,1,0,300,263,1,6,Low (1-4),North,Semi-Furnished,17,1,4.4,0,0,0,0,500,18.5,4.2,7,0,New,10.0,Low
PROP-038218,Hyderabad,Madhapur,Standard,Apartment,3,3,1,1395,1222,1,5,Low (1-4),North,Unfurnished,16,2,6.3,0,0,0,0,3441,14.2,1.2,5,0,Resale,97.77,Low
PROP-038219,Mumbai,Powai,Standard,Studio,1,1,3,495,403,38,45,Top (20+),South-East,Semi-Furnished,0,1,5.6,0,0,1,1,1181,10.5,1.3,6,2,Resale,36.56,Low
PROP-038220,Delhi,Noida Sector 62,Standard,Independent House,2,1,1,1111,970,0,7,Ground,South,Fully Furnished,1,2,5.0,0,0,0,0,1928,11.8,5.8,2,0,New,142.72,Low
PROP-038221,Bangalore,HSR Layout,Standard,Apartment,3,3,1,1435,1193,6,9,Mid (5-9),East,Fully Furnished,1,0,4.4,0,0,1,1,2740,17.8,1.0,0,1,Resale,106.66,Low
PROP-038222,Hyderabad,Banjara Hills,Premium,Independent House,2,2,1,1268,1061,15,23,High (10-19),North-East,Fully Furnished,2,0,6.9,1,0,1,1,3263,13.1,2.1,4,1,Resale,191.82,High
PROP-038223,Bangalore,Indiranagar,Premium,Independent House,3,3,1,1815,1569,6,7,Mid (5-9),North-East,Fully Furnished,31,4,7.1,1,0,1,1,4642,4.0,0.3,5,1,New,210.25,High
PROP-038224,Bangalore,Electronic City,Standard,Independent House,5,6,3,2545,2064,9,17,Mid (5-9),North-West,Semi-Furnished,31,0,3.7,1,0,1,1,5034,11.9,0.5,3,1,Resale,150.82,Low
PROP-038225,Mumbai,Andheri,Standard,Studio,1,1,0,413,352,32,33,Top (20+),North,Semi-Furnished,1,1,7.3,0,0,0,1,1198,11.8,3.0,2,3,Resale,29.6,Low
PROP-038226,Mumbai,Powai,Standard,Apartment,3,3,2,1286,1053,9,12,Mid (5-9),North-East,Unfurnished,3,1,6.1,0,0,0,1,2457,13.5,1.8,3,1,Resale,85.23,Low
PROP-038227,Mumbai,Powai,Standard,Row House,3,4,4,1319,1130,8,9,Mid (5-9),West,Unfurnished,0,3,5.3,0,0,1,1,2034,10.1,0.2,1,1,Resale,132.79,Low
